year,num_week,true_death,fit_death,lower,upper,excess_death
2021,50,1359,1206.6768853019223,968.999,1469.0210000000043,152.3231146980777
2021,51,1337,1201.006407457175,972.995,1456.0030000000006,135.9935925428249
2021,52,1085,1123.7022902340216,905.994,1376.0030000000006,-38.702290234021575
2022,1,1231,1341.838680877092,1082.997,1605.0060000000012,-110.83868087709197
2022,2,1517,1420.7268361757367,1164.984,1704.005000000001,96.27316382426329
2022,3,1347,1414.0752586623541,1132.988,1706.0070000000014,-67.07525866235414
2022,4,1261,1407.4611275511863,1149,1675.0060000000012,-146.46112755118634
2022,5,1260,1291.0499645784316,1024.996,1562.005000000001,-31.049964578431627
2022,6,1238,1285.0229320059757,1032.988,1534.0090000000018,-47.02293200597569
2022,7,1158,1279.029916915364,1028.991,1550.0030000000006,-121.02991691536408
2022,8,1190,1273.0707557566714,1035.9930000000002,1561.0010000000002,-83.07075575667136
2022,9,1192,1188.8217300238666,951.999,1435.0040000000008,3.178269976133379
2022,10,1222,1183.2939746912518,944.999,1446.015000000003,38.70602530874817
2022,11,1267,1177.7975226610054,949.9970000000001,1413,89.20247733899464
2022,12,1248,1172.3322219951606,950.991,1431.005000000001,75.66777800483942
2022,13,1271,1149.7597586036027,921.995,1408.0040000000008,121.24024139639732
2022,14,1236,1144.43566657921,924.996,1382.0010000000002,91.56433342079004
2022,15,1051,1070.8472632756552,850.997,1310.0110000000022,-19.847263275655223
2022,16,1256,1065.8990925516139,858.998,1307.005000000001,190.10090744838612
2022,17,1268,1128.644280189972,895.996,1366.0080000000016,139.35571981002795
2022,18,1093,1036.7776816256164,810.993,1286.0040000000008,56.222318374383576
2022,19,1244,1097.8196839411905,879.997,1366.015000000003,146.18031605880947
2022,20,1214,1092.768926532702,865,1347.0090000000018,121.23107346729807
2022,21,1100,1087.7469960372766,853.999,1334.0010000000002,12.25300396272337
2022,22,848,998.0530684178912,795.984,1255.0020000000004,-150.05306841789115
2022,23,1207,1056.8368981410774,822.9989999999999,1299.0130000000026,150.16310185892257
2022,24,1186,1051.996552562783,838.997,1291.0220000000045,134.0034474372169
2022,25,1136,1047.1839143856323,826.994,1292.0020000000004,88.8160856143677
2022,26,1137,1036.2590986423236,815.992,1311.0010000000002,100.74090135767642
2022,27,1102,1031.5294818397244,804.995,1272.0010000000002,70.47051816027556
2022,28,1184,1026.8269964803462,806.995,1263.0010000000002,157.17300351965378
2022,29,1138,1022.1515057704597,793.998,1256,115.84849422954028
2022,30,1183,1017.5028733161234,805.99,1251.0020000000004,165.49712668387656
2022,31,1125,1029.0038709549772,795.9979999999999,1279.0070000000014,95.99612904502283
2022,32,1138,1024.3353996743342,799.9879999999999,1256.0070000000014,113.66460032566579
2022,33,1175,1019.6938009356625,810.998,1254.010000000002,155.30619906433753
2022,34,1086,1015.0789378167156,792.996,1264.005000000001,70.92106218328445
2022,35,1071,991.7204555560102,780.996,1202.0010000000002,79.27954444398983
2022,36,1129,1050.206013520242,830,1277.030000000006,78.7939864797579
2022,37,1135,1045.4709056868735,830.9970000000001,1285,89.5290943131265
2022,38,1001,978.366645946012,783.999,1211.0040000000008,22.633354053988
2022,39,1250,1036.0825841734027,835,1278.0070000000014,213.91741582659733
2022,40,1296,1095.074834023001,881.999,1327,200.9251659769991
2022,41,1264,1090.1627743676363,858.999,1349.0010000000002,173.8372256323637
2022,42,1243,1085.2791520543215,860.9879999999999,1344.0020000000004,157.72084794567854
2022,43,1290,1080.423819514941,856.98,1328.0160000000033,209.576180485059
2022,44,1278,1151.9798583143086,924.994,1409,126.02014168569144
2022,45,1235,1146.8398509582314,928.999,1391,88.16014904176859
2022,46,1291,1141.7296712811449,923,1414.0070000000014,149.27032871885513
2022,47,1271,1136.6491632780617,910.995,1392.0110000000022,134.35083672193832
2022,48,1239,1238.2039432497656,1002.9929999999999,1515.0020000000004,0.7960567502343565
2022,49,1301,1232.7092341012044,988.9939999999999,1494.0010000000002,68.2907658987956
2022,50,1321,1227.2464832160535,977.9920000000001,1501.0030000000006,93.75351678394645
2022,51,1612,1221.8155221514976,989.987,1487.0020000000004,390.1844778485024
2022,52,1198,1143.488822861466,913.99,1394.0020000000004,54.511177138534094
